RowNumber,EventClass,TextData,ApplicationName,NTUserName,LoginName,ClientProcessID,SPID,StartTime,CPU,Reads,Writes,Duration,EndTime,DatabaseID,DatabaseName,Error,EventSequence,GroupID,HostName,IsSystem,LoginSid,NTDomainName,RequestID,RowCounts,ServerName,SessionLoginName,TransactionID,XactSequence,BinaryData
2394,12,use [Weather],Microsoft SQL Server Management Studio - Transact-SQL IntelliSense,NULL,temp,12580,55,36:12.4,0,0,0,98,36:12.4,8,Weather,0,5182,2,DESKTOP-7OQL1C2,NULL,0xDF5541092BCB7B41BE3A65E9E22A6817,NULL,0,0,DESKTOP-7OQL1C2,temp,NULL,0,NULL
2395,12,SELECT s.name AS [Name] FROM sys.schemas AS s ORDER BY [Name] ASC,Microsoft SQL Server Management Studio - Transact-SQL IntelliSense,NULL,temp,12580,55,36:12.4,0,144,0,4355,36:12.4,8,Weather,0,5183,2,DESKTOP-7OQL1C2,NULL,0xDF5541092BCB7B41BE3A65E9E22A6817,NULL,0,13,DESKTOP-7OQL1C2,temp,NULL,0,NULL
2396,12,use [Weather],Microsoft SQL Server Management Studio - Transact-SQL IntelliSense,NULL,temp,12580,55,36:12.4,0,0,0,89,36:12.4,8,Weather,0,5184,2,DESKTOP-7OQL1C2,NULL,0xDF5541092BCB7B41BE3A65E9E22A6817,NULL,0,0,DESKTOP-7OQL1C2,temp,NULL,0,NULL
2397,12,"SELECT tr.name AS [Name], tr.object_id AS [ID], CAST(                  tr.is_ms_shipped              AS bit) AS [IsSystemObject], CASE WHEN tr.type = N'TR' THEN 1 WHEN tr.type = N'TA' THEN 2 ELSE 1 END AS [ImplementationType], CAST(CASE WHEN ISNULL(smtr.definition, ssmtr.definition) IS NULL THEN 1 ELSE 0 END AS bit) AS [IsEncrypted] FROM sys.triggers AS tr LEFT OUTER JOIN sys.sql_modules AS smtr ON smtr.object_id = tr.object_id LEFT OUTER JOIN sys.system_sql_modules AS ssmtr ON ssmtr.object_id = tr.object_id WHERE (tr.parent_class = 0) ORDER BY [Name] ASC",Microsoft SQL Server Management Studio - Transact-SQL IntelliSense,NULL,temp,12580,55,36:12.4,16,307,0,11928,36:12.5,8,Weather,0,5185,2,DESKTOP-7OQL1C2,NULL,0xDF5541092BCB7B41BE3A65E9E22A6817,NULL,0,0,DESKTOP-7OQL1C2,temp,NULL,0,NULL
2398,12,use [Weather],Microsoft SQL Server Management Studio - Transact-SQL IntelliSense,NULL,temp,12580,55,36:12.5,0,0,0,95,36:12.5,8,Weather,0,5186,2,DESKTOP-7OQL1C2,NULL,0xDF5541092BCB7B41BE3A65E9E22A6817,NULL,0,0,DESKTOP-7OQL1C2,temp,NULL,0,NULL
2399,12,"SELECT u.name AS [Name], u.principal_id AS [ID], ISNULL(ak.name,N'') AS [AsymmetricKey], ISNULL(cert.name,N'') AS [Certificate], ISNULL(suser_sname(u.sid),N'') AS [Login],           CASE          WHEN N'C' = u.type THEN 1          WHEN N'K' = u.type THEN 2                  WHEN N'S' = u.type AND SUSER_SNAME(u.sid) is null AND u.authentication_type != 2 THEN 3          ELSE 0 END         AS [UserType] FROM sys.database_principals AS u LEFT OUTER JOIN sys.asymmetric_keys AS ak ON ak.sid = u.sid LEFT OUTER JOIN sys.certificates AS cert ON cert.sid = u.sid WHERE (u.type in ('U', 'S', 'G', 'C', 'K' ,'E', 'X')) ORDER BY [Name] ASC",Microsoft SQL Server Management Studio - Transact-SQL IntelliSense,NULL,temp,12580,55,36:12.5,16,530,0,16880,36:12.5,8,Weather,0,5187,2,DESKTOP-7OQL1C2,NULL,0xDF5541092BCB7B41BE3A65E9E22A6817,NULL,0,29,DESKTOP-7OQL1C2,temp,NULL,0,NULL
2400,12,use [Weather],Microsoft SQL Server Management Studio - Transact-SQL IntelliSense,NULL,temp,12580,55,36:12.5,0,0,0,90,36:12.5,8,Weather,0,5188,2,DESKTOP-7OQL1C2,NULL,0xDF5541092BCB7B41BE3A65E9E22A6817,NULL,0,0,DESKTOP-7OQL1C2,temp,NULL,0,NULL
2401,12,use [Weather],Microsoft SQL Server Management Studio - Transact-SQL IntelliSense,NULL,temp,12580,55,36:12.5,0,0,0,94,36:12.5,8,Weather,0,5190,2,DESKTOP-7OQL1C2,NULL,0xDF5541092BCB7B41BE3A65E9E22A6817,NULL,0,0,DESKTOP-7OQL1C2,temp,NULL,0,NULL
2402,12,use [Weather],Microsoft SQL Server Management Studio - Transact-SQL IntelliSense,NULL,temp,12580,55,36:12.5,0,0,0,83,36:12.5,8,Weather,0,5191,2,DESKTOP-7OQL1C2,NULL,0xDF5541092BCB7B41BE3A65E9E22A6817,NULL,0,0,DESKTOP-7OQL1C2,temp,NULL,0,NULL
2403,12,use [Weather],Microsoft SQL Server Management Studio - Transact-SQL IntelliSense,NULL,temp,12580,55,36:12.5,0,0,0,91,36:12.5,8,Weather,0,5192,2,DESKTOP-7OQL1C2,NULL,0xDF5541092BCB7B41BE3A65E9E22A6817,NULL,0,0,DESKTOP-7OQL1C2,temp,NULL,0,NULL
2404,12,use [Weather],Microsoft SQL Server Management Studio - Transact-SQL IntelliSense,NULL,temp,12580,55,36:12.5,0,0,0,102,36:12.5,8,Weather,0,5193,2,DESKTOP-7OQL1C2,NULL,0xDF5541092BCB7B41BE3A65E9E22A6817,NULL,0,0,DESKTOP-7OQL1C2,temp,NULL,0,NULL
2405,12,use [Weather],Microsoft SQL Server Management Studio - Transact-SQL IntelliSense,NULL,temp,12580,55,36:12.5,0,0,0,128,36:12.5,8,Weather,0,5194,2,DESKTOP-7OQL1C2,NULL,0xDF5541092BCB7B41BE3A65E9E22A6817,NULL,0,0,DESKTOP-7OQL1C2,temp,NULL,0,NULL
2406,12,use [Weather],Microsoft SQL Server Management Studio - Transact-SQL IntelliSense,NULL,temp,12580,55,36:12.5,0,0,0,98,36:12.5,8,Weather,0,5195,2,DESKTOP-7OQL1C2,NULL,0xDF5541092BCB7B41BE3A65E9E22A6817,NULL,0,0,DESKTOP-7OQL1C2,temp,NULL,0,NULL
2407,12,use [Weather],Microsoft SQL Server Management Studio - Transact-SQL IntelliSense,NULL,temp,12580,55,36:12.5,0,0,0,84,36:12.5,8,Weather,0,5196,2,DESKTOP-7OQL1C2,NULL,0xDF5541092BCB7B41BE3A65E9E22A6817,NULL,0,0,DESKTOP-7OQL1C2,temp,NULL,0,NULL
2408,12,use [Weather],Microsoft SQL Server Management Studio - Transact-SQL IntelliSense,NULL,temp,12580,55,36:12.5,0,0,0,82,36:12.5,8,Weather,0,5197,2,DESKTOP-7OQL1C2,NULL,0xDF5541092BCB7B41BE3A65E9E22A6817,NULL,0,0,DESKTOP-7OQL1C2,temp,NULL,0,NULL
2409,12,use [Weather],Microsoft SQL Server Management Studio - Transact-SQL IntelliSense,NULL,temp,12580,55,36:12.5,0,0,0,88,36:12.5,8,Weather,0,5198,2,DESKTOP-7OQL1C2,NULL,0xDF5541092BCB7B41BE3A65E9E22A6817,NULL,0,0,DESKTOP-7OQL1C2,temp,NULL,0,NULL
2410,12,use [Weather],Microsoft SQL Server Management Studio - Transact-SQL IntelliSense,NULL,temp,12580,55,36:12.5,0,0,0,90,36:12.5,8,Weather,0,5199,2,DESKTOP-7OQL1C2,NULL,0xDF5541092BCB7B41BE3A65E9E22A6817,NULL,0,0,DESKTOP-7OQL1C2,temp,NULL,0,NULL
2411,12,use [Weather],Microsoft SQL Server Management Studio - Transact-SQL IntelliSense,NULL,temp,12580,55,36:12.5,0,0,0,81,36:12.5,8,Weather,0,5200,2,DESKTOP-7OQL1C2,NULL,0xDF5541092BCB7B41BE3A65E9E22A6817,NULL,0,0,DESKTOP-7OQL1C2,temp,NULL,0,NULL
2412,12,use [Weather],Microsoft SQL Server Management Studio - Transact-SQL IntelliSense,NULL,temp,12580,55,36:12.5,0,0,0,78,36:12.5,8,Weather,0,5201,2,DESKTOP-7OQL1C2,NULL,0xDF5541092BCB7B41BE3A65E9E22A6817,NULL,0,0,DESKTOP-7OQL1C2,temp,NULL,0,NULL
2413,12,use [Weather],Microsoft SQL Server Management Studio - Transact-SQL IntelliSense,NULL,temp,12580,55,36:12.5,0,0,0,79,36:12.5,8,Weather,0,5202,2,DESKTOP-7OQL1C2,NULL,0xDF5541092BCB7B41BE3A65E9E22A6817,NULL,0,0,DESKTOP-7OQL1C2,temp,NULL,0,NULL
2414,12,use [Weather],Microsoft SQL Server Management Studio - Transact-SQL IntelliSense,NULL,temp,12580,55,36:12.6,0,0,0,83,36:12.6,8,Weather,0,5203,2,DESKTOP-7OQL1C2,NULL,0xDF5541092BCB7B41BE3A65E9E22A6817,NULL,0,0,DESKTOP-7OQL1C2,temp,NULL,0,NULL
2415,12,use [Weather],Microsoft SQL Server Management Studio - Transact-SQL IntelliSense,NULL,temp,12580,55,36:12.6,0,0,0,86,36:12.6,8,Weather,0,5204,2,DESKTOP-7OQL1C2,NULL,0xDF5541092BCB7B41BE3A65E9E22A6817,NULL,0,0,DESKTOP-7OQL1C2,temp,NULL,0,NULL
2416,12,use [Weather],Microsoft SQL Server Management Studio - Transact-SQL IntelliSense,NULL,temp,12580,55,36:12.6,0,0,0,91,36:12.6,8,Weather,0,5205,2,DESKTOP-7OQL1C2,NULL,0xDF5541092BCB7B41BE3A65E9E22A6817,NULL,0,0,DESKTOP-7OQL1C2,temp,NULL,0,NULL
2417,12,use [Weather],Microsoft SQL Server Management Studio - Transact-SQL IntelliSense,NULL,temp,12580,55,36:12.6,0,0,0,86,36:12.6,8,Weather,0,5206,2,DESKTOP-7OQL1C2,NULL,0xDF5541092BCB7B41BE3A65E9E22A6817,NULL,0,0,DESKTOP-7OQL1C2,temp,NULL,0,NULL
2418,12,use [Weather],Microsoft SQL Server Management Studio - Transact-SQL IntelliSense,NULL,temp,12580,55,36:12.6,0,0,0,92,36:12.6,8,Weather,0,5207,2,DESKTOP-7OQL1C2,NULL,0xDF5541092BCB7B41BE3A65E9E22A6817,NULL,0,0,DESKTOP-7OQL1C2,temp,NULL,0,NULL
2419,12,use [Weather],Microsoft SQL Server Management Studio - Transact-SQL IntelliSense,NULL,temp,12580,55,36:12.6,0,0,0,83,36:12.6,8,Weather,0,5208,2,DESKTOP-7OQL1C2,NULL,0xDF5541092BCB7B41BE3A65E9E22A6817,NULL,0,0,DESKTOP-7OQL1C2,temp,NULL,0,NULL
2420,12,use [Weather],Microsoft SQL Server Management Studio - Transact-SQL IntelliSense,NULL,temp,12580,55,36:12.6,0,0,0,79,36:12.6,8,Weather,0,5209,2,DESKTOP-7OQL1C2,NULL,0xDF5541092BCB7B41BE3A65E9E22A6817,NULL,0,0,DESKTOP-7OQL1C2,temp,NULL,0,NULL
2421,12,use [Weather],Microsoft SQL Server Management Studio - Transact-SQL IntelliSense,NULL,temp,12580,55,36:12.6,0,0,0,95,36:12.6,8,Weather,0,5210,2,DESKTOP-7OQL1C2,NULL,0xDF5541092BCB7B41BE3A65E9E22A6817,NULL,0,0,DESKTOP-7OQL1C2,temp,NULL,0,NULL
2422,12,use [Weather],Microsoft SQL Server Management Studio - Transact-SQL IntelliSense,NULL,temp,12580,55,36:12.6,0,0,0,84,36:12.6,8,Weather,0,5211,2,DESKTOP-7OQL1C2,NULL,0xDF5541092BCB7B41BE3A65E9E22A6817,NULL,0,0,DESKTOP-7OQL1C2,temp,NULL,0,NULL
2423,12,use [Weather],Microsoft SQL Server Management Studio - Transact-SQL IntelliSense,NULL,temp,12580,55,36:12.6,0,0,0,89,36:12.6,8,Weather,0,5212,2,DESKTOP-7OQL1C2,NULL,0xDF5541092BCB7B41BE3A65E9E22A6817,NULL,0,0,DESKTOP-7OQL1C2,temp,NULL,0,NULL
2424,12,use [Weather],Microsoft SQL Server Management Studio - Transact-SQL IntelliSense,NULL,temp,12580,55,36:12.6,0,0,0,85,36:12.6,8,Weather,0,5213,2,DESKTOP-7OQL1C2,NULL,0xDF5541092BCB7B41BE3A65E9E22A6817,NULL,0,0,DESKTOP-7OQL1C2,temp,NULL,0,NULL
2425,12,use [Weather],Microsoft SQL Server Management Studio - Transact-SQL IntelliSense,NULL,temp,12580,55,36:12.6,0,0,0,81,36:12.6,8,Weather,0,5214,2,DESKTOP-7OQL1C2,NULL,0xDF5541092BCB7B41BE3A65E9E22A6817,NULL,0,0,DESKTOP-7OQL1C2,temp,NULL,0,NULL
2426,12,use [Weather],Microsoft SQL Server Management Studio - Transact-SQL IntelliSense,NULL,temp,12580,55,36:12.6,0,0,0,98,36:12.6,8,Weather,0,5215,2,DESKTOP-7OQL1C2,NULL,0xDF5541092BCB7B41BE3A65E9E22A6817,NULL,0,0,DESKTOP-7OQL1C2,temp,NULL,0,NULL
2427,12,"SELECT SCHEMA_NAME(tbl.schema_id) AS [Schema], tbl.name AS [Name], tbl.object_id AS [ID] FROM sys.tables AS tbl ORDER BY [Schema] ASC,[Name] ASC",Microsoft SQL Server Management Studio - Transact-SQL IntelliSense,NULL,temp,12580,55,36:12.6,16,413,0,15210,36:12.6,8,Weather,0,5216,2,DESKTOP-7OQL1C2,NULL,0xDF5541092BCB7B41BE3A65E9E22A6817,NULL,0,1,DESKTOP-7OQL1C2,temp,NULL,0,NULL
2428,12,use [Weather],Microsoft SQL Server Management Studio - Transact-SQL IntelliSense,NULL,temp,12580,55,36:12.6,0,0,0,91,36:12.6,8,Weather,0,5217,2,DESKTOP-7OQL1C2,NULL,0xDF5541092BCB7B41BE3A65E9E22A6817,NULL,0,0,DESKTOP-7OQL1C2,temp,NULL,0,NULL
2429,12,use [Weather],Microsoft SQL Server Management Studio - Transact-SQL IntelliSense,NULL,temp,12580,55,36:12.6,0,0,0,89,36:12.6,8,Weather,0,5218,2,DESKTOP-7OQL1C2,NULL,0xDF5541092BCB7B41BE3A65E9E22A6817,NULL,0,0,DESKTOP-7OQL1C2,temp,NULL,0,NULL
2430,12,"SELECT SCHEMA_NAME(obj.schema_id) AS [Schema], obj.name AS [Name], obj.object_id AS [ID], usrt.name AS [DataType], ISNULL(baset.name, N'') AS [SystemType], CAST(CASE WHEN baset.name IN (N'nchar', N'nvarchar') AND ret_param.max_length <> -1 THEN ret_param.max_length/2 ELSE ret_param.max_length END AS int) AS [Length], CAST(ret_param.precision AS int) AS [NumericPrecision], CAST(ret_param.scale AS int) AS [NumericScale], ISNULL(xscret_param.name, N'') AS [XmlSchemaNamespace], ISNULL(s2ret_param.name, N'') AS [XmlSchemaNamespaceSchema], ISNULL( (case ret_param.is_xml_document when 1 then 2 else 1 end), 0) AS [XmlDocumentConstraint], s1ret_param.name AS [DataTypeSchema] FROM sys.objects AS obj LEFT OUTER JOIN sys.all_parameters AS ret_param ON ret_param.object_id = obj.object_id and ret_param.is_output = 1 LEFT OUTER JOIN sys.types AS usrt ON usrt.user_type_id = ret_param.user_type_id LEFT OUTER JOIN sys.types AS baset ON (baset.user_type_id = ret_param.system_type_id and baset.user_type_id = baset.system_type_id) or ((baset.system_type_id = ret_param.system_type_id) and (baset.user_type_id = ret_param.user_type_id) and (baset.is_user_defined = 0) and (baset.is_assembly_type = 1))  LEFT OUTER JOIN sys.xml_schema_collections AS xscret_param ON xscret_param.xml_collection_id = ret_param.xml_collection_id LEFT OUTER JOIN sys.schemas AS s2ret_param ON s2ret_param.schema_id = xscret_param.schema_id LEFT OUTER JOIN sys.schemas AS s1ret_param ON s1ret_param.schema_id = usrt.schema_id WHERE (obj.type=N'AF') ORDER BY [Schema] ASC,[Name] ASC",Microsoft SQL Server Management Studio - Transact-SQL IntelliSense,NULL,temp,12580,55,36:12.6,31,1289,0,33052,36:12.7,8,Weather,0,5219,2,DESKTOP-7OQL1C2,NULL,0xDF5541092BCB7B41BE3A65E9E22A6817,NULL,0,0,DESKTOP-7OQL1C2,temp,NULL,0,NULL
2431,12,use [Weather],Microsoft SQL Server Management Studio - Transact-SQL IntelliSense,NULL,temp,12580,55,36:12.7,0,0,0,89,36:12.7,8,Weather,0,5220,2,DESKTOP-7OQL1C2,NULL,0xDF5541092BCB7B41BE3A65E9E22A6817,NULL,0,0,DESKTOP-7OQL1C2,temp,NULL,0,NULL
2432,12,use [Weather],Microsoft SQL Server Management Studio - Transact-SQL IntelliSense,NULL,temp,12580,55,36:12.7,0,0,0,97,36:12.7,8,Weather,0,5221,2,DESKTOP-7OQL1C2,NULL,0xDF5541092BCB7B41BE3A65E9E22A6817,NULL,0,0,DESKTOP-7OQL1C2,temp,NULL,0,NULL
2433,12,use [Weather],Microsoft SQL Server Management Studio - Transact-SQL IntelliSense,NULL,temp,12580,55,36:12.8,0,0,0,91,36:12.8,8,Weather,0,5222,2,DESKTOP-7OQL1C2,NULL,0xDF5541092BCB7B41BE3A65E9E22A6817,NULL,0,0,DESKTOP-7OQL1C2,temp,NULL,0,NULL
2434,12,"SELECT SCHEMA_NAME(s.schema_id) AS [Schema], s.name AS [Name], s.object_id AS [ID], N'' AS [BaseDatabase], N'' AS [BaseObject], N'' AS [BaseSchema], N'' AS [BaseServer],      CASE OBJECTPROPERTYEX(s.object_id,'BaseType')       WHEN N'U' THEN 1       WHEN N'V' THEN 2       WHEN N'P' THEN 3       WHEN N'FN' THEN 4       WHEN N'TF' THEN 5       WHEN N'IF' THEN 6       WHEN N'X' THEN 7       WHEN N'RF' THEN 8       WHEN N'PC' THEN 9       WHEN N'FS' THEN 10       WHEN N'FT' THEN 11       WHEN N'AF' THEN 12 ELSE 0 END     AS [BaseType], s.base_object_name AS [BaseObjectName] FROM sys.synonyms AS s ORDER BY [Schema] ASC,[Name] ASC",Microsoft SQL Server Management Studio - Transact-SQL IntelliSense,NULL,temp,12580,55,36:12.8,0,144,0,6652,36:12.8,8,Weather,0,5223,2,DESKTOP-7OQL1C2,NULL,0xDF5541092BCB7B41BE3A65E9E22A6817,NULL,0,0,DESKTOP-7OQL1C2,temp,NULL,0,NULL
2435,12,use [Weather],Microsoft SQL Server Management Studio - Transact-SQL IntelliSense,NULL,temp,12580,55,36:12.8,0,0,0,88,36:12.8,8,Weather,0,5224,2,DESKTOP-7OQL1C2,NULL,0xDF5541092BCB7B41BE3A65E9E22A6817,NULL,0,0,DESKTOP-7OQL1C2,temp,NULL,0,NULL
2436,12,"SELECT SCHEMA_NAME(xproc.schema_id) AS [Schema], xproc.name AS [Name], xproc.object_id AS [ID], CAST(                  xproc.is_ms_shipped              AS bit) AS [IsSystemObject] FROM sys.all_objects AS xproc WHERE (xproc.type='X') ORDER BY [Schema] ASC,[Name] ASC",Microsoft SQL Server Management Studio - Transact-SQL IntelliSense,NULL,temp,12580,55,36:12.8,0,81,0,4066,36:12.8,8,Weather,0,5225,2,DESKTOP-7OQL1C2,NULL,0xDF5541092BCB7B41BE3A65E9E22A6817,NULL,0,204,DESKTOP-7OQL1C2,temp,NULL,0,NULL
2437,12,use [Weather],Microsoft SQL Server Management Studio - Transact-SQL IntelliSense,NULL,temp,12580,55,36:12.8,0,0,0,91,36:12.8,8,Weather,0,5226,2,DESKTOP-7OQL1C2,NULL,0xDF5541092BCB7B41BE3A65E9E22A6817,NULL,0,0,DESKTOP-7OQL1C2,temp,NULL,0,NULL
2438,12,"SELECT sst.name AS [Schema], st.name AS [Name] FROM sys.types AS st INNER JOIN sys.schemas AS sst ON sst.schema_id = st.schema_id WHERE (st.schema_id!=4 and st.system_type_id!=240 and st.user_type_id != st.system_type_id and st.is_table_type != 1) ORDER BY [Schema] ASC,[Name] ASC",Microsoft SQL Server Management Studio - Transact-SQL IntelliSense,NULL,temp,12580,55,36:12.8,0,72,0,3555,36:12.8,8,Weather,0,5227,2,DESKTOP-7OQL1C2,NULL,0xDF5541092BCB7B41BE3A65E9E22A6817,NULL,0,0,DESKTOP-7OQL1C2,temp,NULL,0,NULL
2439,12,use [Weather],Microsoft SQL Server Management Studio - Transact-SQL IntelliSense,NULL,temp,12580,55,36:12.8,0,0,0,91,36:12.8,8,Weather,0,5228,2,DESKTOP-7OQL1C2,NULL,0xDF5541092BCB7B41BE3A65E9E22A6817,NULL,0,0,DESKTOP-7OQL1C2,temp,NULL,0,NULL
2440,12,"SELECT SCHEMA_NAME(tt.schema_id) AS [Schema], tt.name AS [Name] FROM sys.table_types AS tt INNER JOIN sys.schemas AS stt ON stt.schema_id = tt.schema_id ORDER BY [Schema] ASC,[Name] ASC",Microsoft SQL Server Management Studio - Transact-SQL IntelliSense,NULL,temp,12580,55,36:12.8,0,89,0,4569,36:12.8,8,Weather,0,5229,2,DESKTOP-7OQL1C2,NULL,0xDF5541092BCB7B41BE3A65E9E22A6817,NULL,0,0,DESKTOP-7OQL1C2,temp,NULL,0,NULL
2441,12,use [Weather],Microsoft SQL Server Management Studio - Transact-SQL IntelliSense,NULL,temp,12580,55,36:12.8,0,0,0,85,36:12.8,8,Weather,0,5230,2,DESKTOP-7OQL1C2,NULL,0xDF5541092BCB7B41BE3A65E9E22A6817,NULL,0,0,DESKTOP-7OQL1C2,temp,NULL,0,NULL
2442,12,"SELECT satypes.name AS [Schema], atypes.name AS [Name] FROM sys.assembly_types AS atypes INNER JOIN sys.assemblies AS asmbl ON (asmbl.assembly_id = atypes.assembly_id) and (atypes.is_user_defined = 1) INNER JOIN sys.schemas AS satypes ON satypes.schema_id = atypes.schema_id ORDER BY [Schema] ASC,[Name] ASC",Microsoft SQL Server Management Studio - Transact-SQL IntelliSense,NULL,temp,12580,55,36:12.8,16,208,0,6026,36:12.8,8,Weather,0,5231,2,DESKTOP-7OQL1C2,NULL,0xDF5541092BCB7B41BE3A65E9E22A6817,NULL,0,0,DESKTOP-7OQL1C2,temp,NULL,0,NULL
2443,12,use [Weather],Microsoft SQL Server Management Studio - Transact-SQL IntelliSense,NULL,temp,12580,55,36:12.8,0,0,0,87,36:12.8,8,Weather,0,5232,2,DESKTOP-7OQL1C2,NULL,0xDF5541092BCB7B41BE3A65E9E22A6817,NULL,0,0,DESKTOP-7OQL1C2,temp,NULL,0,NULL
2444,12,use [Students],Microsoft SQL Server Management Studio - Transact-SQL IntelliSense,NULL,temp,12580,55,36:15.4,0,0,0,95,36:15.4,6,Students,0,5233,2,DESKTOP-7OQL1C2,NULL,0xDF5541092BCB7B41BE3A65E9E22A6817,NULL,0,0,DESKTOP-7OQL1C2,temp,NULL,0,NULL
2445,12,SELECT rl.name AS [Name] FROM sys.database_principals AS rl WHERE (rl.type = 'A') ORDER BY [Name] ASC,Microsoft SQL Server Management Studio - Transact-SQL IntelliSense,NULL,temp,12580,55,36:15.4,15,331,0,6852,36:15.4,6,Students,0,5234,2,DESKTOP-7OQL1C2,NULL,0xDF5541092BCB7B41BE3A65E9E22A6817,NULL,0,0,DESKTOP-7OQL1C2,temp,NULL,0,NULL
2446,12,use [Students],Microsoft SQL Server Management Studio - Transact-SQL IntelliSense,NULL,temp,12580,55,36:15.4,0,0,0,87,36:15.4,6,Students,0,5235,2,DESKTOP-7OQL1C2,NULL,0xDF5541092BCB7B41BE3A65E9E22A6817,NULL,0,0,DESKTOP-7OQL1C2,temp,NULL,0,NULL
2447,12,SELECT rl.name AS [Name] FROM sys.database_principals AS rl WHERE (rl.type = 'R') ORDER BY [Name] ASC,Microsoft SQL Server Management Studio - Transact-SQL IntelliSense,NULL,temp,12580,55,36:15.4,0,155,0,5886,36:15.5,6,Students,0,5236,2,DESKTOP-7OQL1C2,NULL,0xDF5541092BCB7B41BE3A65E9E22A6817,NULL,0,10,DESKTOP-7OQL1C2,temp,NULL,0,NULL
2448,12,use [Students],Microsoft SQL Server Management Studio - Transact-SQL IntelliSense,NULL,temp,12580,55,36:15.5,0,0,0,88,36:15.5,6,Students,0,5237,2,DESKTOP-7OQL1C2,NULL,0xDF5541092BCB7B41BE3A65E9E22A6817,NULL,0,0,DESKTOP-7OQL1C2,temp,NULL,0,NULL
2449,12,SELECT s.name AS [Name] FROM sys.schemas AS s ORDER BY [Name] ASC,Microsoft SQL Server Management Studio - Transact-SQL IntelliSense,NULL,temp,12580,55,36:15.5,0,132,0,2707,36:15.5,6,Students,0,5238,2,DESKTOP-7OQL1C2,NULL,0xDF5541092BCB7B41BE3A65E9E22A6817,NULL,0,13,DESKTOP-7OQL1C2,temp,NULL,0,NULL
2450,12,use [Students],Microsoft SQL Server Management Studio - Transact-SQL IntelliSense,NULL,temp,12580,55,36:15.5,0,0,0,89,36:15.5,6,Students,0,5239,2,DESKTOP-7OQL1C2,NULL,0xDF5541092BCB7B41BE3A65E9E22A6817,NULL,0,0,DESKTOP-7OQL1C2,temp,NULL,0,NULL
2451,12,"SELECT tr.name AS [Name], tr.object_id AS [ID], CAST(                  tr.is_ms_shipped              AS bit) AS [IsSystemObject], CASE WHEN tr.type = N'TR' THEN 1 WHEN tr.type = N'TA' THEN 2 ELSE 1 END AS [ImplementationType], CAST(CASE WHEN ISNULL(smtr.definition, ssmtr.definition) IS NULL THEN 1 ELSE 0 END AS bit) AS [IsEncrypted] FROM sys.triggers AS tr LEFT OUTER JOIN sys.sql_modules AS smtr ON smtr.object_id = tr.object_id LEFT OUTER JOIN sys.system_sql_modules AS ssmtr ON ssmtr.object_id = tr.object_id WHERE (tr.parent_class = 0) ORDER BY [Name] ASC",Microsoft SQL Server Management Studio - Transact-SQL IntelliSense,NULL,temp,12580,55,36:15.5,15,295,0,11419,36:15.5,6,Students,0,5240,2,DESKTOP-7OQL1C2,NULL,0xDF5541092BCB7B41BE3A65E9E22A6817,NULL,0,0,DESKTOP-7OQL1C2,temp,NULL,0,NULL
2452,12,use [Students],Microsoft SQL Server Management Studio - Transact-SQL IntelliSense,NULL,temp,12580,55,36:15.5,0,0,0,98,36:15.5,6,Students,0,5241,2,DESKTOP-7OQL1C2,NULL,0xDF5541092BCB7B41BE3A65E9E22A6817,NULL,0,0,DESKTOP-7OQL1C2,temp,NULL,0,NULL
2453,12,"SELECT u.name AS [Name], u.principal_id AS [ID], ISNULL(ak.name,N'') AS [AsymmetricKey], ISNULL(cert.name,N'') AS [Certificate], ISNULL(suser_sname(u.sid),N'') AS [Login],           CASE          WHEN N'C' = u.type THEN 1          WHEN N'K' = u.type THEN 2                  WHEN N'S' = u.type AND SUSER_SNAME(u.sid) is null AND u.authentication_type != 2 THEN 3          ELSE 0 END         AS [UserType] FROM sys.database_principals AS u LEFT OUTER JOIN sys.asymmetric_keys AS ak ON ak.sid = u.sid LEFT OUTER JOIN sys.certificates AS cert ON cert.sid = u.sid WHERE (u.type in ('U', 'S', 'G', 'C', 'K' ,'E', 'X')) ORDER BY [Name] ASC",Microsoft SQL Server Management Studio - Transact-SQL IntelliSense,NULL,temp,12580,55,36:15.5,15,530,0,18587,36:15.5,6,Students,0,5242,2,DESKTOP-7OQL1C2,NULL,0xDF5541092BCB7B41BE3A65E9E22A6817,NULL,0,29,DESKTOP-7OQL1C2,temp,NULL,0,NULL
2454,12,use [Students],Microsoft SQL Server Management Studio - Transact-SQL IntelliSense,NULL,temp,12580,55,36:15.5,0,0,0,94,36:15.5,6,Students,0,5243,2,DESKTOP-7OQL1C2,NULL,0xDF5541092BCB7B41BE3A65E9E22A6817,NULL,0,0,DESKTOP-7OQL1C2,temp,NULL,0,NULL
2455,12,use [Students],Microsoft SQL Server Management Studio - Transact-SQL IntelliSense,NULL,temp,12580,55,36:15.5,0,0,0,101,36:15.5,6,Students,0,5245,2,DESKTOP-7OQL1C2,NULL,0xDF5541092BCB7B41BE3A65E9E22A6817,NULL,0,0,DESKTOP-7OQL1C2,temp,NULL,0,NULL
2456,12,use [Students],Microsoft SQL Server Management Studio - Transact-SQL IntelliSense,NULL,temp,12580,55,36:15.5,0,0,0,88,36:15.5,6,Students,0,5246,2,DESKTOP-7OQL1C2,NULL,0xDF5541092BCB7B41BE3A65E9E22A6817,NULL,0,0,DESKTOP-7OQL1C2,temp,NULL,0,NULL
